title,tags
"Is there another way to cross the Iran-Pakistan border overland? i.e. not going via Zahedan/Quetta?","<borders><overland><iran><pakistan>"
"Shipping motorcycles from Russia to USA","<usa><canada><russia><shipping><motorcycles>"
"Brussels At Halloween","<festivals><brussels>"
"Can I use a photocopy of a passport to check in for a Chinese Domestic flight?","<visas><passports><china>"
"Is it safe to go to Içmeler, Turkey now?","<safety><turkey>"
"Indian Visa in expired passport, new passport with husband's surname","<visas><india><passport-renewals>"
"Information about public transport in Greece","<online-resources><public-transport><greece>"
"Is there any departure tax to pay at the airport when leaving Thailand?","<air-travel><thailand><fees-and-charges><bkk>"
"How many jetways are used when boarding a Boeing 777 in SFO?","<aircraft><sfo><boeing>"
"USA - ESTA for 5-month stay","<visas><usa><us-visa-waiver-program><esta><long-term>"
"What is the period of validity for a Power of Attorney letter for a child travelling with a parent?","<air-travel><legal><india><international-travel><children>"
"Is there an 'ideal' crossing between Michigan and Ontario?","<usa><customs-and-immigration><canada><driving><borders>"
"Why doesn't Saudi Arabia issue tourist visas?","<visas><tourist-visas><saudi-arabia>"
"What does the (+1) mean in flight search engines?","<air-travel><online-resources><terminology><flight-search-engines>"
"How to safely carry an important document in a nonstandard format?","<air-travel><paperwork><hand-luggage>"
"Is there anywhere in Toronto where I can sell Moroccan dirhams (MAD)?","<money><exchange><toronto>"
"How to get same-day emergency money in Thailand?","<money><thailand><payment-cards><emergencies>"
"Larger metal objects in hand luggage","<air-travel><airport-security><hand-luggage>"
"Are there LPG gas stations for cars travelling between Sydney and Melbourne?","<australia><automobiles><sydney><melbourne>"
"Losing everything - ways get money for an emergency","<international-travel>"
"Searching for an Asian flight that provides a facility for divers to not pay an extra fee from Tehran to Phuket","<airlines><thailand><gear><asia><phuket>"
"Does the Lao visa on arrival at the Thai border require a full blank passport page for Australians?","<visas><passports><borders><australian-citizens><laos>"
"Is it legal to peel off a visa from your Australian passport?","<visas><legal><passports><australian-citizens>"
"Renting bicycles in Leipzig","<bicycles><rental><leipzig>"
"Long layover at Charles de Gaulle airport","<airports><layovers><cdg>"
"How do I insure my money?","<money><insurance><south-america>"
"Airport transit in Amsterdam","<schengen><luggage><transit><ams><klm>"
"How to collect online travel information in a book?","<online-resources><guides>"
"How to prevent the passenger in front of you from reclining without notice?","<airlines><seating><etiquette>"
"Are there direct flights from Santiago, Chile to Quito, Ecuador?","<air-travel><santiago-de-chile><scl><quito>"
"Mount Everest without the crowd","<trekking><nepal><mount-everest>"
"Are Australian passports expensive in comparison to other western / developed countries?","<budget><passports><australian-citizens><price>"
"Meeting other people while traveling","<local-customs><backpacking><solo-travel><socializing>"
"How do I avoid snoring when sharing a room in a hostel or lodge?","<tips-and-tricks><hostels><sleeping><etiquette>"
"Connecting flights between Newark Liberty and JFK -- what to do with layover?","<public-transport><layovers><ewr><jfk>"
"How can I purchase Greyhound tickets online if I'm a non-American?","<usa><tickets><online-resources><greyhound>"
"Exchanging Dollars for Yuan","<money><china><exchange>"
"Is 2h 5m enough time for a layover in Toronto for a SCL-YYZ-LHR flight?","<customs-and-immigration><layovers><short-connections><yyz>"
"Does my case count as overstaying on a Schengen visa?","<europe><schengen><working-holiday><overstaying>"
"Is the date on my Thai arrival and departure card the last day I'm allowed to be in the country or the first day I must be out of the country?","<visas><customs-and-immigration><regulations><thailand><paperwork>"
"What is the cheapest way to send books from USA to France?","<usa><budget><france><shipping>"
"Why are airline passengers asked to lift up window shades during takeoff and landing?","<air-travel><regulations><aircraft>"
"Singapore transit visa","<visas><japan><transit><us-citizens><singapore>"
"Does the EU air passenger rights regulation require rebooking into a higher class, if no seat in the same class are available?","<air-travel><eu><delays><passenger-rights>"
"eBoarding passes of all family members on a single smartphone?","<air-travel><airport-security>"
"Sponsorship Undertaking SU07","<uk><visa-refusals><paperwork><standard-visitor-visas>"
"Will I get a free SIM card if I fly from a non-Indian location to Hyderabad (Telangana, India) with a layover at Delhi?","<air-travel><india><layovers><cellphones><hyderabad>"
"Do I need a transit visa in Incheon Airport?","<transit-visas><south-korea><nigerian-citizens><ethiopia>"
"UK visa refusal because of my economic ties in the Philippines","<visas><uk><paperwork>"
"What countries does a Calafia Airlines flight from Mexico to Brazil pass through?","<usa><airports><mexico><flight-search-engines><brazil>"
"Where can I get a SIM card at the Hyderabad (Telangana, India) airport, or somewhere on the way to Banjara Hills?","<airports><india><cellphones><hyderabad>"
"Am I under a ban after being detained and removed from the UK?","<uk><overstaying><removal>"
"Refused entry to India","<visa-refusals><india><denial-of-entry>"
"Do you need to declare jewelry when flying?","<customs-and-immigration>"
"Name on the visa","<schengen>"
"Luggage transfer from JFK to Newark","<luggage>"
"How can I verify if an airline is telling the truth about the reason for the flight's delay, in the context of EU delay compensation?","<airlines><delays><compensation><air-france>"
"Can I get all boarding passes on an India-Germany-USA multi-leg flight?","<tickets>"
"Using my train pass in Korea","<trains><tickets><south-korea><train-stations>"
"Traveling from Frankfurt to Madrid on a single-entry Schengen visa","<schengen><customs-and-immigration><frankfurt><madrid>"
"Will an H1B visa refusal under section 212 (a)(6)(E) cause problems for a Canada visa application?","<canada><h1b-visas><visa-rejections>"
"Which days in Oct. are best for seeing fall foliage in Cape Breton Highlands National Park?","<nova-scotia>"
"Traveling with dogs in Japan","<public-transport><japan><pets><japan-rail>"
"How can I get a SIM card that gets activated within two hours or less in India?","<india><cellphones><hyderabad>"
"Will being denied entry influence my dependent visa request?","<ireland>"
"Visa-free transit in Korea","<visas><transit><south-korea><jordanian-citizens>"
"Using the Vatican City train station?","<trains><train-stations><vatican-city><trenitalia>"
"Reapplying for Australian tourist visa with my successful US visas?","<visas><visa-refusals><australia><jordanian-citizens>"
"How to collect international train tickets from Romania to Hungary (MÁV)","<trains><tickets><romania><hungary>"
"Overbooking: compensation for a lost hotel night?","<europe><compensation><passenger-rights><wizz-air><overbooking>"
"Entered Germany with US passport but leaving Europe with EU passport, complications?","<visas><us-citizens><switzerland><eu-citizens><german-citizens>"
"What happened to the Prime Meridian sculpture in Greenwich?","<uk><london><sightseeing>"
"Flying from KL, Malaysia to Lucknow, India with layover in Singapore","<customs-and-immigration><airport-transfer><layovers><singapore><malaysia>"
"Going to Sweden before going to the UAE from Tunisia","<schengen>"
"Al Dhabi Lounge (Plaza Premium lounge) Abu Dhabi breakfast at around 6:30 am?","<airports><lounges><abu-dhabi>"
"Prince Rupert to Port Hardy ferry - questions about amenities","<canada><ferries><british-columbia>"
"Flights info for Choluteca?","<flight-search-engines>"
"How much can I visit the U.S. on a B-2 visa?","<visas><usa>"
"What are the downsides of booking separate departure and return flights?","<air-travel><bookings>"
"Legal or financial barriers to driving a rental car from El Salvador to Honduras?","<driving><car-rentals><countries>"
"UK standard visitor visa for French resident with récépissé de demande de carte de séjour","<uk><paperwork><standard-visitor-visas>"
"Is there a day ticket I can buy for a day trip from Kolding to Billund?","<tickets><buses><denmark><day-trips>"
"Immigration line selection at port of entry in the USA","<customs-and-immigration><us-permanent-residents>"
"Bring 200 boxes of slimming coffee to the US","<customs-and-immigration><food-and-drink><import-taxes>"
"Do I need a Kuwait transit visa as an Indian national?","<visas><transit><indian-citizens><kuwait>"
"Can I lean the seat backwards in a bus when a person behind me complains about it?","<international-travel><buses><seating><etiquette><passenger-rights>"
"Do I have to declare over-the-counter painkillers when going to the USA?","<usa><customs-and-immigration><health>"
"Lounge access on arrival at Singapore airport Terminal 2","<singapore><lounges><prioritypass>"
"How can I attend an incense ceremony while I'm in Japan?","<japan>"
"Wrong state of birth on US passport","<passports>"
"How to correct a passport stamp in the UK?","<uk><customs-and-immigration><paperwork><study><passport-stamps>"
"Speeding violations in France by UK registered car","<france><driving><eu-citizens><fines>"
"do I need to change terminal at mumbai airport?","<air-travel><india><bom>"
"Bringing Chia seeds for personal consumption into Hawaii?","<air-travel><customs-and-immigration><food-and-drink><hawaii>"
"Explore Alps without a car","<public-transport><italy><transportation><alps>"
"Is my used single-entry Schengen visa valid as a supporting document for a Turkish eVisa?","<schengen-visas><turkey><egyptian-citizens><e-visas>"
"Passing border of North Macedonia as Albanian citizen with driver license as ID?","<borders><macedonia><albanian-citizens>"
"US Preclearance at Dublin airport before transit in Canada","<connecting-flights><pre-clearance><dub><yul>"
"What happens if a NON-EU national traveling to Budapest by BUS from Berlin with a new Hungarian student D visa which was issued in berlin","<schengen><study><hungary>"
"Muan International Airport to Mokpo in late evening","<airport-transfer><south-korea><late-arrival>"
"Entering Australia with Australian Passport Leaving with American","<us-citizens><dual-nationality><australian-citizens>"
"Trip out of US to Europe using only UK passport + birth certificate","<usa><uk><passports><dual-nationality><nexus>"
"Ticket from Attleborough to Heathrow T3","<tickets><lhr><tfl><trainline>"
"Spain schengen overstay","<schengen><overstaying><chilean-citizens>"
"Changing purpose of stay from travel to work in Schengen","<schengen-visas><visa-free-entry><work><turkish-citizens><change-purpose-of-travel>"
"Indian leaving from nepal with a cancelled entry stamp","<indian-citizens><passport-stamps><nepal>"
"How can I tell if a flight itinerary is fake?","<tickets><british-airways><scams>"
"How long does it take to visit VDNKH in Moscow in summer 2019?","<moscow>"
"Airbnb hosts wants me to send pictures of all guests' IDs","<passports><italy><airbnb>"
"Traveling to USA using the South african refugee travel document","<usa><international-travel><south-africa><refugees>"
"Multiday parking in San Francisco","<usa><car-rentals><automobiles><california><san-francisco>"
"ESTA expiring 3 days after arrival - leave to Mexico and come back","<esta>"
"Is the Indian e-visa in a damaged old passport still valid?","<india><e-visas>"
"Is transit visa required for Sri Lankan passport in Bangkok, while about to embark JuneYao Airlines?","<transit><transit-visas><bangkok><sri-lankan-citizens>"
"Revisiting the UK after being deported","<uk><eu-citizens><deportation>"
"""Only in Russia"" or ""Only in Moscow"" attractions in Moscow","<russia><sightseeing><moscow>"
"What should I put in an invitation letter for getting a visa to Israel?","<visas><israel><invitation-letters>"
"What ride-hailing companies operate in Moscow as of 8/2019?","<public-transport><taxis><moscow>"
"Implications of extending or getting a new visa for UK?","<visas><uk>"
"Historic flight times?","<air-travel><online-resources><flight-status>"
"Itinerary issue , will my uk tourist visa get rejected?","<uk><visa-refusals><paperwork><standard-visitor-visas><applications>"
"Can a passenger in transit at Heathrow get to a post office?","<transit><lhr><mail><services>"
"UK visa refusal and false identification","<uk><visa-refusals><standard-visitor-visas>"
"Transit visa in the United Kingdom","<transit><transit-visas>"
"End Date and Start Date of Travel History for UK Visitor Visa Application","<visas><uk><standard-visitor-visas>"
"Can I import live plants from India to Bangladesh while traveling","<customs-and-immigration><legal><food-and-drink><bangladesh>"
"Travelling from Mumbai to Amsterdam, with a transit in France. Can I shop duty free in Mumbai?","<transit><duty-free><mumbai>"
"US Visa application question","<visas><usa><switzerland><f1-visas>"
"Are there any special requirements to utilize the 144 hours Chinese Transit Visa?","<visas><us-citizens><china>"
"travelling from philippines to US with lay over in japan","<transit><japan><filipino-citizens>"
"ESTA question - British citizens travelling to US and Canada","<esta>"
"Easy to reach day-hikes in the Italian Appennini and Alpi with public transport?","<italy><hiking>"
"Is it possible to book adjacent seats on a NightJet train?","<trains><italy><transportation><seating><austria>"
"Tracking a UK visa application","<visas><uk><application-status><us-residents>"
"Krisflyer Gold Lounge extra guest access","<air-travel><lounges><singapore-airlines><sin>"
"Need passport back from embassy","<schengen-visas><switzerland>"
"Do you get another 3 months on each visit to New Zealand?","<visas><new-zealand>"
"Saudi Arabia Trasit visa for Indians","<transit-visas><saudi-arabia>"
"Stowage policy for take off and landing for airlines in Europe","<europe><airlines><safety><eurowings>"
"Visiting Philipines in 12 hours layover","<layovers><spanish-citizens><manila>"
"Qss 10 year green card visa expired","<usa><customs-and-immigration><visa-expiration>"
"Non Eu family member travelling to Ireland","<uk-residents>"
"Using USA driver license on a different visa","<usa><driving-licenses>"
"Visa National - No Exit Stamp From France on Return to the UK","<schengen><indian-citizens><france><passport-stamps>"
"Chinese citizen, transit through Hong Kong then Singapore to a third country","<visas><china><hong-kong><singapore>"
"Is a visa needed for a Thai national to visit Ukraine?","<visas><ukraine><thai-citizens>"
"Expected tax (GST) when eating out in India?","<india><money><local-customs>"
"Can a one way NS Ticket be used as an OV-Chipkaart for P+R Parking in Amsterdam?","<automobiles><netherlands><amsterdam>"
"First Class Amenities","<air-travel><online-resources><airlines><luxury>"
"Where is the Valparaiso bus station?","<buses><chile><locate-this><valparaiso>"
"How do emergency cash services work?","<atms><emergencies>"
"Is the UK planning to charge fees for application status checks?","<visas><uk><application-status><premium-services>"
"Internet access in Colombia","<internet><wifi><colombia>"
"Can I use a prepaid travel card (loaded with South African Rand) to purchase attraction tickets online?","<payment-cards><south-africa>"
"Can a Canadian volunteer in the US without applying for a work visa? If so, what documents are needed?","<usa><paperwork><canadian-citizens><volunteering>"
"Do I need a transit visa/Airport transit visa at Frankfurt, if I have french Schengen visa?","<schengen><transit-visas><schengen-visas>"
"Do I need an ESTA or transit visa?","<usa><esta><us-visa-waiver-program><transit-visas>"
"From UK to Chile through Atlanta","<visas><esta><us-visa-waiver-program><bulgarian-citizens>"
"Can I travel within the USA with 3 months left to my passport but valid student visa?","<usa><customs-and-immigration><passports><study><filipino-citizens>"
"Do I have to declare everything I purchased to U.S. Customs?","<usa><customs-and-immigration>"
"Fly into London (LTN) at late night","<air-travel><planning><london><ltn>"
"How do I know how much time was given to me to stay in the USA?","<visas><usa>"
"Child travel consent for Lima, Peru","<air-travel><children><peru><lima>"
"How to retrieve the DS-160 application of a family member from the US embassy website?","<usa><b1-b2-visas><spouses><applications>"
"How does foreigner registration in Slovenia work?","<paperwork><eu-citizens><registration><slovenia><freedom-of-movement>"
"UK train with declassified first class coach due to overcrowding - any recourse for 1st class ticket holders?","<uk><trains><tickets>"
"Change of boarding point on Indian Railways","<trains><tickets><bookings><train-stations>"
"Visa Application Question","<visas><schengen><nigerian-citizens>"
"When booking a bus transfer with Wizz Air, how does one retrieve the actual bus ticket?","<tickets><airport-transfer><buses><wizz-air><ltn>"
"Is it allowed in Amsterdam to give a ride on bicycle to another person","<transportation><netherlands><amsterdam><bicycles>"
"How can I know which terminal my flight departures from and to which one it arrives?","<air-travel><airports><airlines>"
"Travelling from mainland USA to Alaska","<visas><alaska>"
"Flying from IAD→YTZ→YHZ—where do I clear Canadian customs?","<customs-and-immigration><canada><short-connections><ytz>"
"What would Brexit mean for my immediate Europe travel plans from the UK?","<uk><europe><eu><eu-citizens><brexit>"
"What happens to Expedia Pay later non-refundable booking in case of no show?","<expedia>"
"What can I do in Hong Kong with a six-hour layover?","<layovers><hong-kong><hkg>"
"What can I do to stop my 4 and 6 year old kids from falling out of a bunk bed on a cruise?","<safety><tips-and-tricks><children><cruising><sleeping>"
"Which Standard Visitor visa should I apply for?","<bookings><standard-visitor-visas>"
"Does an American volunteer through 'HelpX' or 'WorkAway' need a UK visa?","<us-citizens><standard-visitor-visas><working-holiday>"
"Cheapest way from Hussein bridge, Jordan to Tel Aviv, Israel","<public-transport><israel><jordan>"
"Can I take chocolate and toffees into China, South Korea and Japan","<food-and-drink>"
"Ibiza car hire late at night","<car-rentals><spain><opening-hours>"
"Cancelled Endorsement with Thai immigration","<customs-and-immigration><new-zealand-citizens><thai-citizens>"
"Indoor swimming in Tel Aviv. Israel?","<israel><swimming>"
"Is being stopped and asked for travel documents common in South America?","<passports><south-america><officials>"
"Visa to Japan for a Kazakstan citizens living in Shanghai","<visas><japan>"
"How to apply for a Schengen visa for France when paid in cash (income not deposited on a bank account)?","<visas><schengen>"
"Stopovers on Shinkansen services?","<trains><japan><stopovers><japan-rail><shinkansen>"
"Electronic facial massage machine and bigger music instrument as a carry-on luggage?","<luggage>"
"Is there any way to travel from Cameroon to Kinshasa by land?","<overland><democratic-republic-congo><cameroon><republic-congo>"
"Baggage check through Johannesburg","<air-travel><transit><luggage><johannesburg>"
"Hong Kong Visa and re-entry / Indian Citizen","<indian-citizens><hong-kong>"
"What are some Caribbean cruises for October?","<caribbean><cruising><vacations>"
"How can I find a guide that will take me safely through the Amazon jungle?","<guides><extreme-tourism><amazon-river><amazon-jungle>"
"Does Singapore Airlines offer any reward seats on their EWR-SIN route?","<loyalty-programs><routes><ewr><singapore-airlines><sin>"
"What is the easiest transportation to use throughout Romania for a foreigner?","<romania><transportation>"
"How can I visit Antarctica?","<extreme-tourism><antarctica>"
"Best way to get from SeaTac airport to Redmond?","<public-transport><airport-transfer><taxis><sea>"
"What are must-visit destinations for the first time trip to Argentina?","<sightseeing><public-transport><transportation><argentina>"
"When traveling to a country with a different currency, how should you take your money?","<safety><international-travel><money><exchange>"
"What is the best way to obtain visas for the Trans-Siberian/Trans-Mongolian Railway?","<russia><visas><china><mongolia><trans-siberian>"
"Where can I find up-to-date information about roadblocks and strikes in Peru and Bolivia?","<online-resources><transportation><peru><south-america><bolivia>"
"Is it advisable for US citizen to attempt a visit to Cuba w/o going through an agency?","<us-citizens><travel-agents><cuba>"
"What are some of the sights to see in Budapest, Hungary?","<sightseeing><hungary><budapest>"
"Is there a good website to plan a trip via trains in Europe?","<europe><online-resources><planning><guides><trains>"
"What are the best ways to avoid data roaming fees when travelling abroad?","<budget><cellphones><data-plans><communication><mobile-operators>"
"What should I know about ""Around The World"" flights?","<air-travel><around-the-world>"
"What are some good ways to find things to explore on-site in an unfamiliar place?","<sightseeing><planning><tourist-traps>"
"Cheapest mobile operator in Europe","<budget><europe><cellphones><mobile-operators>"
"Sightseeing the USA by air","<air-travel><usa><sightseeing><tours>"
"Online resources/communities especially for travelling to remote islands","<online-resources><international-travel><adventure><extreme-tourism><islands>"
"What kind of questions should I be asking about tropical destinations?","<planning><tropical-destinations>"
"Where to find good cave-swimming?","<destinations><adventure><activities><swimming><caves>"
"Are there advantages to using private car service over taxis from the airport?","<transportation><taxis><automobiles><airport-transfer>"
"Are there caves and tunnels under Tallinn, Estonia?","<sightseeing><estonia><tallinn><caves>"
"Is it possible to get a permit to travel to Tibet (Lhasa) from Beijing by train, without a tour guide?","<china><trains><permits><tibet>"
"What is there to do in Orlando, Florida?","<usa><florida><orlando>"
"How bad is baggage theft at Johannesburg airport?","<luggage><airports><security><south-africa><jnb>"
"Is it safe to travel in Japan considering the nuclear situation?","<health><japan><safety><radiation>"
"Flight deals from the UK","<air-travel><budget><online-resources><uk><airlines>"
"Tel Aviv a good base to see Israel & Palestine?","<accommodation><israel><palestine><tel-aviv>"
"Something to do in or around Colmar in France","<france><children>"
"Best time to buy Airline tickets to Shanghai/Hong Kong from USA (Dallas/Fort Worth)?","<budget><air-travel><shanghai><hong-kong>"
"""Lord of the Rings"" Tours in New Zealand","<tours><new-zealand>"
"How do I choose a travel agency to book tours from in Hanoi, Vietnam?","<tours><guides><vietnam><hanoi>"
"How to insure checked luggage?","<air-travel><luggage><airlines><international-travel><insurance>"
"Suitable ways to get around the Darién Gap?","<south-america><colombia><central-america><panama><darien-gap>"
"Can I upgrade only a portion of my ticket with miles on Singapore Air (SQ)?","<loyalty-programs><upgrades><singapore-airlines>"
"How should I deal with beggars in India?","<safety><tips-and-tricks><india><beggars>"
"What is a good hydration system for hiking Kilimanjaro?","<hiking><africa><kilimanjaro><gear>"
"How can I travel between US towns without flying?","<usa><transportation><overland>"
"What is the best method for exchanging dollars for Euros?","<usa><money><exchange><eu><eurozone>"
"Freight travel in the Caribbean - Can it be done? Is it cost-effective?","<budget><caribbean><sea-travel><freighter-travel>"
"How much Russian do I need to know for travelling within Russia?","<russia><language-barrier><languages><russian-language>"
"Can somebody recommended a tour for the Amazon in Ecuador?","<amazon-river><tours><ecuador>"
"What times of the year are best for visiting France?","<planning><france><paris><festivals>"
"How do I know if it's safe to travel to a country at a specific time?","<safety><international-travel><online-resources>"
"What is the difference between Eurostar first class and French TGV first class?","<trains><france><luxury><high-speed-rail><fares>"
"Being safe in an unknown place","<safety><international-travel>"
"Is it safe to travel to Socotra, Yemen?","<safety><transportation><middle-east><war-zones><yemen>"
"On planning a road-trip","<planning><road-trips>"
"What are the best things to see in Copenhagen, Denmark?","<sightseeing><tours><denmark>"
"When and where do I have the highest chance of seeing auroras?","<sightseeing><nature-and-wildlife><destinations><auroras>"
"What is the safest way to travel from Tehran to North-Pakistan?","<overland><iran><pakistan><gilgit-baltistan><tehran>"
"What's the cheapest way to purchase data access for my verizon smartphone while traveling in Spain?","<budget><cellphones><spain><mobile-operators><data-plans>"
"Hodophobia ... Scared of doing things or going to places that is dangerous","<safety><security>"
"Eco touring/diving in Malaysia","<diving><ecotourism><malaysia>"
"How can I find a guide that will take me safely up Mount Kilimanjaro and Mount Elbrus?","<safety><guides><mountain-climbing><tanzania><kilimanjaro>"
"I'm in Volgograd, Russia. Aside from trains, is there another way to get to Astrakhan?","<trains><russia><ferries><astrakhan><volgograd>"
"Kazakhstan visa in Uzbekistan?","<visas><uzbekistan><kazakhstan><embassies><consulates>"
"Turkmenistan visa in Uzbekistan?","<visas><new-zealand-citizens><uzbekistan><turkmenistan>"
"Can I visit the castles/fortresses in the mountains around Turin, Northern Italy?","<italy><architecture><mountains>"
"Can I purchase a SIM card at local branches in China using a credit card?","<china><cellphones><payment-cards><shanghai>"
"Getting serial refusals for Schengen Visas","<schengen><visa-refusals><egyptian-citizens>"
"Are we entitled to flight compensation?","<air-travel><compensation><missed-flights><vueling>"
"Can Egyptian citizen visit Armenia on valid USA visa?","<visas><egyptian-citizens><armenia>"
"Late night public transit from Tel Aviv airport?","<public-transport><airports><airport-transfer><israel><tlv>"
"Where do I drop off and pick up a foot passenger in Calais (P&O)?","<france><ferries>"
"Visiting Iran as a dual EU-American citizen","<visas><dual-nationality><visas-on-arrival><iran>"
"My passport photo doesn't look much like me. Should I renew it before going to Israel?","<passports><israel><jordan>"
"South African traveling form USA to the U.K","<visas><uk><standard-visitor-visas><south-african-citizens>"
