title,tags
"Find the value of $\bigstar$: Puzzle 1 - Evaluation","<mathematics><number-theory>"
"Pain Brings Joy","<riddle><computer-puzzle>"
"when was the battle?","<logical-deduction><history>"
"Find the value of $\bigstar$: Puzzle 2 - Switch-a-roo","<mathematics><number-theory>"
"Who killed the indiscriminate warden?","<enigmatic-puzzle><steganography><mystery>"
"Find the value of $\bigstar$: Puzzle 3 - Substitution","<mathematics><number-theory>"
"A Tau Snug John?","<riddle><rhyme><anagram><poetry>"
"Find the value of $\bigstar$: Puzzle 4 - In Between","<mathematics><number-theory>"
"thouse chant is non sum","<riddle><word><wordplay><english>"
"Unsolved Ring Puzzle","<mechanical-puzzles>"
"The day I'll die","<riddle>"
"Ranking teacher salaries in the Republic of al'Alghaz","<logical-deduction>"
"HOPE Rebus Puzzle","<riddle><rebus>"
"Double Speak - Phrases that need rewording","<english><metapuzzles>"
"Easy Riddles #5: GAH THERES A BEE ON ME","<riddle><wordplay>"
"RPS Trinity - Teddy and Her Ribbon","<grid-deduction>"
"How to find numbers in the puzzle square box","<calculation-puzzle>"
"(2) There once was an item","<riddle><rhyme><poetry>"
"What is the minimum-value piece combination necessary to checkmate in this game of Crazyhouse?","<no-computers><chess><optimization>"
"One-thousand-four-hundred-seventy-four numbers get valued","<word-property>"
"Project Projection","<mathematics><logical-deduction>"
"The Big Cube and Squares Puzzle","<mathematics><logical-deduction><optimization>"
"Maximum number of legal moves after n moves in a chess game","<chess><optimization>"
"Missing elements of this 32-length list","<cryptography><letter-sequence><sequence>"
"Can you guess the lock's passcode?","<strategy>"
"A new puzzle - Sudoku X V","<logical-deduction><grid-deduction><sudoku>"
"Four fanatics and one checkerboard","<lateral-thinking><checkerboard><dissection>"
"Keys, codes and patterns","<pattern><calculation-puzzle>"
"2020!(Not exactly though)","<knowledge><visual><number-sequence><rebus>"
"Show this man the exit, enter into cell only once and should cover all cells","<logical-deduction>"
"Loophole in anti-sex laws","<lateral-thinking><story>"
"Humans, vampires and mirrors part 2: the triangular mirrors","<logical-deduction><no-computers><grid-deduction>"
"What is an ?????? Word™?","<pattern><english><word-property>"
"The escape of Beastly Gerbil","<riddle><enigmatic-puzzle><cipher><visual><story>"
"Emoji Puzzle - UNESCO World Heritage Sites","<knowledge><visual><rebus><emoji>"
"Largest set of independent hexominoes","<combinatorics><graph-theory><polyomino>"
"Cut this shape into 3 pieces and fit them together to form a square","<mathematics><visual><geometry><dissection>"
"You receive a mysterious tape","<cipher>"
"Pictures to words","<knowledge>"
"How to measure 5 litres using 10L, 7L and 3L vessels","<mathematics><decanting-problems>"
"Open the third door!","<pattern><calculation-puzzle>"
"The Alchemist leaves a trail","<knowledge><enigmatic-puzzle><story>"
"Letters Missing Grid Puzzle","<pattern><visual><letter-sequence>"
"Crack the code? Puzzle","<mastermind>"
"Help me! I'm trapped","<cipher>"
"Uncommon underpromotion motive","<chess>"
"Working For Chocolate","<mathematics><logical-deduction>"
"Nurikabe: Hindsight in 2020","<grid-deduction>"
"A famous literacy test question","<word><visual>"
"Another literacy test question","<word><puzzle-history>"
"Absurd Equation","<mathematics>"
"One Edge Piece Faced The Wrong Way","<rubiks-cube>"
"Measurements for 2017","<mathematics><seasonal>"
"Cryptic Rebuses Continued","<knowledge><rebus><cryptic-clues>"
"Edward and Bruce","<enigmatic-puzzle><history><puzzle-history>"
"The answer is the key","<word><steganography>"
"Ernie and the Slow Glass Solution","<geometry><word-problem>"
"Who was this famous man and what did he say?","<cipher><history>"
"None can be covered","<mathematics>"
"Guess my naym before I fall","<riddle><knowledge>"
"Go further out, I'm everywhere. What am I?","<riddle><science>"
"A smily murderer","<visual><knowledge><rebus>"
"What is this cylindrical object?","<mathematics><lateral-thinking><rebus>"
"When words speak!","<riddle><rhyme><steganography>"
"Autobinomonorownonomicrogram","<nonogram>"
"Beware of our kingdom!","<riddle><rhyme>"
"Cook's bark on the sea","<riddle><word><wordplay><rhyme>"
"Cryptic Rebuses Visit the Art Museum","<knowledge><rebus><cryptic-clues>"
"A Metacryptic Puzzle","<cryptic-clues>"
"The Word Web of horror - Clue Twenty Two","<cipher><enigmatic-puzzle><rebus><steganography><cryptic-clues>"
"What would be your next deduction in this game of Minesweeper?","<minesweeper>"
"You think YOU have it bad?","<riddle><word><story><letters>"
"My wife is lost, my GPS is lost. Where are we?","<enigmatic-puzzle><story>"
"Steganographic Maze of Ciphers, Riddles and Rhyme!","<riddle><cipher><rhyme><steganography><reverse-puzzling>"
"A Puzzling Christmas Card","<logical-deduction><cipher><seasonal>"
"Continue the number sequence: 1, 2, 4, 5, 6, 9, 10, 11, 15, 20,","<pattern><number-sequence>"
"Lifting is my best known work","<riddle><rhyme><science><chemistry>"
"What's written on the book?","<riddle><knowledge><password>"
"Another Number Sequence...Yayy!","<number-sequence>"
"Brooklyn nine nine 12 man riddle island","<riddle>"
"Homophone Riddle 11","<riddle><word>"
"Rep Digit Palindrome expressed as a Unique set of Pan Digital Relations","<mathematics><no-computers>"
"Express 2222 as a sum of 3 powers in 2 Different Pan Digital Expressions","<mathematics><no-computers>"
"Will you be able to solve this murder case puzzle?","<mystery>"
"Diet Coke or water?","<mathematics>"
"Steve asks his brother to book tickets","<knowledge><visual>"
"Starting with e and Pi...how do you get to Phi?","<mathematics>"
"Riley's, assemble!","<riddle><word><wordplay><rhyme><affix-riddle>"
"X-shaped crossword","<crosswords>"
"3 as a Sum of 3 Pan Digital Expressions","<mathematics><no-computers>"
"Who are they and what do they believe in?","<riddle><knowledge>"
"I Want Some Ice Cream","<pattern><calculation-puzzle><english><word-property>"
"It's all Greek to me!","<riddle><word><wordplay><rhyme><poetry>"
"What is my brothers' name (Wordplay)","<wordplay><enigmatic-puzzle>"
"What is next: 2, 3, 5, 13, 89, 233, ...?","<mathematics><number-sequence>"
"Two Odes, Two Rileys?","<riddle><word><wordplay><rhyme>"
"Steve misses _________?","<knowledge><visual>"
"Devil goes Pan Digital..Sometimes Lucky..Sometimes not..Figure him out","<mathematics><no-computers>"
"The Swiftest of Defeats","<word><wordplay><enigmatic-puzzle>"
"Why is “D” the Center of “Attention” at this Circular Conference","<mathematics>"
"Shortest time to meet","<mathematics><geometry>"
"Steve makes a riddle!","<riddle><rhyme>"
"$4\times4\times4$ Rubiks cube Top Layer Issue","<rubiks-cube><algorithm>"
"Deduce the Component Digits from these three Sets of Symmetric Power Relations","<mathematics><no-computers>"
"Steve's crossword","<crosswords>"
"Winning Strategy for the Magician and his Apprentice","<mathematics><logical-deduction><combinatorics>"
"Find the Factorial From the Given Prime Relationship","<mathematics><no-computers>"
"Déjà vu, again?","<word><wordplay>"
"Flip over all the cards","<wordplay>"
"From the given Square - Factorial Relationship, deduce the unknowns","<mathematics><no-computers>"
"Rubiks Cube 4x4x4 Top Layer Issue - One Edge Pair Flipped","<rubiks-cube>"
"Pirates and gold coins","<mathematics><logical-deduction>"
"What is a good notation for trial-and-error when solving Sudoku on paper?","<sudoku>"
"Strategy to solve the Missionaries and Cannibals problem","<strategy><river-crossing>"
"How do you create a general locked-box problem?","<puzzle-creation><keys-and-locks>"
"Removing numbers from a full sudoku puzzle to create one with a unique solution","<puzzle-creation><sudoku>"
"Are there any topology puzzles similar to The Seven Bridges of Königsberg?","<topology>"
"How to solve 5-10 letter anagrams (without a computer or electronics)?","<anagram>"
"A rope-cutting problem","<lateral-thinking>"
"What is the fewest number of clues on a rotationally symmetrical sudoku grid with a unique solution?","<sudoku>"
"How many minimal-clue sudoku puzzles are there?","<sudoku>"
"Flip edge in Equator layer","<rubiks-cube>"
"Burning ropes as timers","<logical-deduction><time>"
"Burning ropes as timers - How many time intervals can be measured?","<puzzle-creation>"
"Moving a pawn around on a chessboard","<checkerboard>"
"Twelve balls and a scale","<strategy><combinatorics><weighing>"
"What's the fewest weights you need to balance any weight from 1 to 40 pounds?","<calculation-puzzle><combinatorics><weighing>"
"How do I choose between letter possibilities for 2- and 3-letter words in a cryptogram?","<strategy><cipher>"
"What is the fewest number of filled-in squares required to uniquely define a magic square?","<magic-square>"
"Are there any puzzles/riddles left from ancient times, to which no answer is known nowadays?","<puzzle-history>"
"Is there an official name for visual puzzles based on observation skill?","<puzzle-identification>"
"Guessing hat colors","<logical-deduction><meta-knowledge>"
"Dissect a square-and-a-half into 4 equal pieces","<geometry><dissection>"
"The problem of the hired hands' work rates","<calculation-puzzle>"
"How do I tell the children's ages?","<logical-deduction><calculation-puzzle>"
"End of the world - on a Sunday?","<calculation-puzzle><mathematics><word-problem>"
"Is there a proof that a map of the United States requires 4 colors?","<logical-deduction><geography><graph-theory><topology>"
"How do I solve Oskar van Deventer's Gear Shift puzzle?","<twisty-puzzles>"
"How exact must the pieces of a wooden burr puzzle be?","<puzzle-creation><mechanical-puzzles><burr-puzzle>"
"What is the most efficient method to solve a Rubik's cube?","<rubiks-cube>"
"A camel transporting bananas","<mathematics><calculation-puzzle><optimization>"
"Of these five approaches to starting a jigsaw puzzle, which one is fastest?","<strategy><jigsaw-puzzle>"
"Travellers across a desert","<calculation-puzzle><word-problem>"
"In the 100 blue eyes problem - why is the oracle necessary?","<logical-deduction><story><meta-knowledge><blue-eyes>"
"But did he gave the cover?","<riddle><knowledge>"
"The rebus of jealousy","<visual><rebus>"
"Can you guess what am I?","<riddle><movies>"
"He had made justice finer","<riddle>"
"My odd music teacher","<knowledge><cipher><music>"
"Correct way to add 22 to 4 to get 70","<logical-deduction><calculation-puzzle>"
"My strange friend","<logical-deduction>"
"What goes up must come down","<pattern><wordplay>"
"The Mothers' Riddle","<riddle>"
"Who is this mysterious gentleman?","<riddle>"
"Only Losers Read the News","<enigmatic-puzzle><computer-puzzle>"
"Sufi Number Square","<mathematics><real>"
"I am three chiefs","<riddle><lateral-thinking><knowledge>"
"Locate the hacker: Part 2","<enigmatic-puzzle><mystery>"
"Bill the Conspiracy Theorist","<riddle><enigmatic-puzzle><story><knowledge>"
"The Building, the Elevator and the Milkwoman","<mathematics><calculation-puzzle><combinatorics>"
"Speaking in circles","<visual><anagram>"
"I ask you now, what am I, with these clues I have amassed?","<riddle>"
"Figure this out while I relieve myself","<riddle>"
"Who is this mysterious guest?","<riddle>"
"Who is this mysterious adventurer?","<riddle>"
"Ultimate Puzzling Challenge: Puzzle A2","<logical-deduction><story><geography>"
"Correct way to add 22 to 4 to get 613867","<logical-deduction><lateral-thinking><enigmatic-puzzle>"
"Airport Shuttle","<logical-deduction><calculation-puzzle>"
"Correct way to add 22 to 4 to get 9999","<logical-deduction><calculation-puzzle>"
"My New Computer is Malfunctioning","<cipher><computer-puzzle>"
"How to beat Count Dracula, part 2","<mathematics><strategy><probability><game>"
"How to beat Count Dracula, part 3","<mathematics><strategy><probability><game>"
"Death Itself - A Linguistic Puzzle","<riddle>"
"Correct way to add 22 to 4 to get 26","<logical-deduction><calculation-puzzle>"
"What is the area of the Pokémon Moon logo?","<mathematics><geometry>"
"What is the next letter in the sequence?","<letter-sequence>"
"The poorly designed clock","<calculation-puzzle><time>"
"What number is hidden in this crime scene?","<enigmatic-puzzle>"
"An addition problem","<mathematics>"
"Correct way to add 22 to 4 to get two different results","<logical-deduction>"
"Easiest singer Rebus.. Give it a try?","<rebus>"
"Who is this mysterious prisoner?","<riddle>"
"The truth and lie mess","<logical-deduction><enigmatic-puzzle><liars>"
"Find the value of $\bigstar$: Puzzle 5 - Every little Symbol","<mathematics><number-theory>"
"Find the value of $\bigstar$: Puzzle 6 - Enclosed Operations","<mathematics><number-theory>"
"Wild West - Cowboys Riddle","<riddle>"
"Myself, my wife, and my daughter Mira","<riddle><steganography>"
"Challenging 15 rectangle tiling problem","<combinatorics><no-computers><computer-puzzle><dissection><tiling>"
"Riddler: Matchstick Triangles","<matches>"
"What do these things have in common? Please answer in the form of a mushroom","<word><enigmatic-puzzle>"
"Three Cowboys, 11 bullets","<logical-deduction><game-theory>"
"Bar fight prevention","<logical-deduction>"
"A significantly easy rebus","<rebus>"
"Find the value of $\bigstar$: Puzzle 7 - Boss Battle","<mathematics><number-theory>"
"The color of the hair","<logical-deduction>"
"How many friends does Tiffany have?","<logical-deduction><combinatorics>"
"First whispered, then shouted","<riddle><pattern><rebus>"
"How to Charge Our Devices in this Machine?","<lateral-thinking><real>"
"Dear Royal Doctor, please help save the King!","<cipher><story><steganography>"
"Integers around a circle with consecutive pairs differ to a square","<calculation-puzzle><formation-of-numbers><number-theory>"
"Birth problem solving","<wordplay><lateral-thinking>"
"A mysterious square","<riddle><wordplay>"
"Just common sense","<wordplay>"
"What word is missing?","<word><enigmatic-puzzle><visual>"
"What is the word?","<word><enigmatic-puzzle><visual>"
"The three rules","<riddle><lateral-thinking>"
"T-yosc, A countdown","<lateral-thinking><number-sequence>"
"Find Four Pins of 50 in this Image! -- A Hidden Object Puzzle","<visual><real>"
"A Strategy Game Involving Conquering of Regions","<strategy><game><pencil-and-paper-games>"
"A balance with three pans, detecting the lightest pan (find the one lighter ball)","<weighing>"
"A balance with three pans, detecting the lightest pan (find the one heavier ball)","<weighing>"
"I am on the train, useless but without me the train cannot work, what am I?","<riddle>"
"Strategies for creating a cross sums puzzle with a unique solution","<logical-deduction><puzzle-creation><computer-puzzle>"
"A balance with three pans, detecting the lightest pan (find the two heavier balls)","<weighing>"
"Alternate Face Up Poker with Alice and Bob (on the floor)","<game>"
"Apis, arbiter elegantiae","<riddle><enigmatic-puzzle>"
"Hat Guessing Game in Vegas","<probability><hat-guessing>"
"A bit of a retread","<english><language>"
"Who are these teams?","<riddle>"
"Tiling a 6x6 board with an equal number of horizontal and vertical dominoes","<tiling>"
"Jack Sparrow and The quest for the missing Compass . Part 2","<riddle><cipher><wordplay>"
"A balance with three pans, detecting the lightest pan (find the one lighter/heavier ball, for a given number of balls)","<weighing>"
"What is the password to the diamond temple?","<cipher><password><computer-puzzle>"
"How long until all balls are the same colour?","<mathematics><probability><combinatorics>"
"It's Money - Think about it?","<riddle>"
"Stop the evil eye from glaring at me!","<cipher>"
"Eccentric Millionaire Probability Paradox","<probability><paradox>"
"Where am I? -Decoding Puzzle","<computer-puzzle>"
"What is the answer to the following questions?","<logical-deduction>"
