title,tags
"How to manage the temporary elimination of players in the design of plays for (real-life) quidditch?","<strategy><quidditch>"
"US open scoring system","<tennis><atp><wta>"
"If a player has 3 goals, but one of them is own goal, is it called a hat trick?","<statistics><own-goal>"
"",""
"",""
"",""
"Can a batsman be run out if he jumps to avoid the ball?","<rules><cricket>"
"""Atypical"" nations recognized in sports","<international-sports>"
"",""
"",""
"",""
"Injured reserve or waiver wire then injured reserve","<american-football><transaction>"
"",""
"Which bowler has played the most consecutive Test Matches?","<cricket><trivia>"
"",""
"",""
"",""
"",""
"",""
"",""
"Tennis Statistics By Sets and Games","<tennis><statistics><atp><wta>"
"Why is Russia considered a tricky destination for European football cup ties?","<football><champions-league><europa-league>"
"",""
"",""
"What does the term it's a fast track mean in regards to the long jump track?","<track-and-field>"
"",""
"",""
"",""
"Will penalty runs be awarded if a throw to the stumps hits a helmet?","<rules><cricket>"
"",""
"Can a batsman be stumped from a no ball?","<rules><cricket>"
"",""
"Can a soccer player steal the ball while the goalkeeper bounces it on the ground?","<rules><football>"
"",""
"",""
"Strikers who can defend as well","<football><world-cup><formations>"
"Is header allowed in basketball?","<rules><basketball><nba>"
"",""
"",""
"",""
"Can a football team buy and sell a player in the same transfer window?","<rules><football><transfer>"
"",""
"",""
"",""
"",""
"",""
"How to minimize wind effect in beach tennis?","<technique><beach-tennis>"
"It is true that, during the first years of professional football, teams used to play with only 2 defenders and 5 forwards?","<football><history><tactics>"
"",""
"",""
"Is Australia the main source of foreign NFL players?","<trivia><nfl>"
"",""
"In Tennis why is zero called Love?","<tennis>"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Are there any notable cricketing baseballers or baseball-playing cricketers?","<cricket><baseball><history>"
"",""
"",""
"Is the hand a part of the ball?","<rules><basketball><nba>"
"Who has the right of way in this case: a fielding bowler or a batsman in his/her regular path?","<rules><cricket>"
"",""
"",""
"",""
"Technology behind the 'rev counter' for spin bowlers?","<cricket><technology>"
"Is it possible to place a fielder other than standard fielding positions?","<rules><cricket><terminology><strategy><formations>"
"",""
"What is the smallest available Mosfet with basic functions?","<equipment><airsoft>"
"Why players showing a T-signal for umpire decision review system?","<cricket><officiating><terminology><trivia>"
"Who is Sikander Raja?","<cricket><trivia>"
"",""
"",""
"Is there a particular reason why brittish players rarely make it out to other major leagues in Europe?","<football><transaction><english-premier-league>"
"What Records did Yoav Bruck break as a swimmer?","<olympics><swimming><records>"
"",""
"",""
"",""
"",""
"",""
"What is the maximum score one can score from one ball?","<cricket>"
"What is the difference between a spring and bolt action airsoft sniper","<terminology><airsoft>"
"",""
"What is the oldest documented sport?","<history><international-sports>"
"What is the oldest and active olympic sport?","<history><olympics><international-sports>"
"",""
"Why does freestyle swimming restrict underwater swimming?","<rules><swimming>"
"",""
"",""
"Is the home team allowed to set the boundary as they wish?","<rules><cricket>"
"",""
"What is this three-against-one game with red and blue balls?","<international-sports>"
"",""
"",""
"Particularly unconventional fielding positioning in baseball/softball","<baseball><history><formations><softball>"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Has there ever been an MLB game where the only hit was an inside-the-park home run?","<baseball><trivia><mlb>"
"In Rugby Union, how can players be put back onside after a kick","<rules><rugby-union>"
"",""
"What constitutes a legal block in volleyball in regard to it not counting as the first hit?","<rules><volleyball>"
"",""
"",""
"",""
"",""
"How is the Duckworth-Lewis Method applied?","<cricket><icc><interruption><duckworth-lewis>"
"Highest score in an international field hockey match","<history><statistics><trivia><field-hockey>"
"",""
"",""
"",""
"Are there any rules in baseball which prohibit teams from ""borrowing"" players via trade?","<rules><baseball><mlb>"
"",""
"",""
"Monitoring Umpires Decisions","<cricket><officiating><icc>"
"",""
"Can a rugby player who has hit the ball forward be tackled before the ball hits the ground?","<rules><rugby-union>"
"Are there suspensions or fines for exaggerating contact or flopping to draw fouls in football (soccer)?","<rules><football><fifa><uefa>"
"Long legged swing verses ""Scrunch and Punch"" method in the vault","<technique><track-and-field>"
"",""
"",""
"10 wickets in an innings in international matches","<cricket><trivia><statistics><icc><wicket>"
"",""
"",""
"",""
"",""
"What is the difference between googly and doosra spin?","<cricket><terminology><technique><spin>"
"",""
"Unclean hits in tennis","<rules><tennis>"
"When does a player become eligible for the Rule 5 Draft?","<baseball><mlb><draft>"
"",""
"",""
"Error or Earned Run?","<baseball><mlb><scoring>"
"",""
"",""
"In European Football, what exactly is a release clause?","<football><terminology><transaction>"
"",""
"",""
"What is the ""main"" position of players that are on field at NFL kickoff?","<american-football><nfl><special-teams>"
"",""
"Cricket rules to counting runs after win the match","<rules><cricket>"
"Tag runner at first base","<rules><baseball>"
"",""
"",""
"",""
"Why do some tennis broadcasts show the player's country next to their name?","<tennis>"
"",""
"Fair or foul ball?","<rules><baseball>"
"",""
"",""
"What is the highest number of consecutive matches lost by a football player?","<football><records>"
"",""
"",""
"Details regarding two step rule","<basketball>"
"Improve our Cricket Team","<rules><cricket><training>"
"",""
"Why are the NCAA volleyball seasons for men and women different?","<collegiate><volleyball><schedule>"
"",""
"NFL receiver down by contact only, if not out of bounds","<american-football><nfl>"
"",""
"Is there a football based game and training for two players?","<football><training>"
"Referee reaction for blocked service","<officiating><volleyball><serve>"
"How are unseeded players, players with PR, qualifiers and wildcard positions determined in a Grand Slam singles main draw?","<tennis><grand-slam>"
"Most 5 set matches at a Grand Slam tournament in the Open Era?","<trivia><tennis><grand-slam>"
"What is the record for the longest 5-set winning streak by a player across tournaments?","<trivia><tennis><grand-slam>"
"",""
"",""
"Why do German football clubs have a number in their name?","<football><bundesliga>"
"",""
"For an average Champions League team, is it financially more worth it to go through to knockout stages or drop down in to Europa League?","<football><champions-league><europa-league>"
"What happens if you knock the bails off while the batter is behind his crease?","<rules><cricket>"
"",""
"Has any player in NFL history been drafted to more than one team?","<trivia><american-football><nfl><draft>"
"How do you calculate a ten-pin bowling strike rate?","<statistics><bowling>"
"",""
"",""
"",""
"Can a player inbound the ball off an official?","<rules><basketball>"
"Why do F1 drivers move towards the pit wall at the end of the race?","<formula-1>"
"",""
"Why do women walk around wearing bikinis in UFC conferences and during fights?","<boxing><mma><ufc><wrestling>"
"How is a Quarterback's passer rating calculated in the NFL?","<american-football><statistics><nfl>"
"",""
"",""
"What features should I look for when buying a tennis racket?","<tennis><equipment>"
"",""
"",""
"",""
"Why can't I find any point-spread information about the World Cup of rugby?","<rugby-union><betting>"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"Tony Romo broadcast times?","<nfl><media>"
"Why are marathon runners so tactical? Any reasonable reason?","<tactics><marathon>"
"",""
"",""
"Has any NFL team ever gone an entire season without trailing by 7 or more points?","<american-football><nfl><history>"
"What is the fewest number of series lost by a baseball team in a season?","<baseball><history><mlb>"
"Ten players on offense","<rules><american-football>"
"",""
"Double Elimination Bracket Naming Convention","<terminology><tournaments>"
"",""
"",""
"Table Tennis Doubles Rules","<rules><table-tennis>"
"",""
"Playing again by the same player after hitting the net","<rules><volleyball>"
"",""
"",""
"Help me to understand how I am out","<baseball>"
"",""
"",""
"",""
"",""
"What happened to Polish football in 2014?","<football><history>"
"Two-handed ""attack"" return on a serve?","<rules><volleyball><serve>"
"",""
"How the cricket ball's swing measured instantly?","<cricket><technology><hawk-eye>"
"What's to stop a guy staying at the back of a peleton?","<cycling><tour-de-france>"
"",""
"Do they ever pull the goalkeeper in football?","<football><strategy><coaching><team-dynamics>"
"",""
"",""
"",""
"",""
"",""
"",""
"",""
"How quickly should a drop back passer release the ball?","<american-football><technique>"
"",""
"",""
"",""
"",""
"Where does the assistant referee watch to realize when a soccer player is offside?","<rules><football><officiating><fifa>"
"",""
"",""
"",""
"",""
"",""
"How does ""optioning"" a player to the minor leagues work?","<baseball><mlb><transaction><milb>"
"",""
"",""
"What is ball tampering in cricket?","<rules><cricket><officiating><terminology>"
"",""
"",""
"Does being good at table-tennis help when playing tennis","<tennis><table-tennis><performance>"
"",""
"",""
"Football penalty shootouts: Germany wins 71% of the time, England 17% only. Any reason?","<football><statistics><penalty-shot>"
"",""
"",""
"",""
"How does the slope at Lord's aid swing bowling?","<cricket><venues>"
"",""
"Why do German football (soccer) fans wear cowboy hats?","<football><fans>"
"Would a catcher have an advantage batting against a former teammate pitcher?","<baseball>"
"How could pitchers once pitch both games of a doubleheader?","<baseball><pitching>"
"",""
"",""
"Why is there no ATP Masters series 1000 event on grass courts?","<tennis><tournaments><atp><wta>"
"throwing mechanics","<technique><darts>"
"",""
"Football score swapping: is it ok?","<football>"
"",""
"Why does the Vuelta a España have a combination classification?","<cycling>"
"",""
"What does the batting strike rate signify?","<cricket><terminology><statistics>"
"",""
"",""
"",""
"",""
"",""
"",""
"How does a three team trade work?","<baseball><mlb><transaction>"
"",""
"",""
"How does a multiple player trade work?","<baseball><transaction>"
"",""
"Criteria for Man of The Match in Cricket","<rules><cricket><awards>"
"On what basis is the Man of The Match award given in Football and who decides that?","<football><awards>"
"",""
"",""
"",""
"Statistically, who is the worst NFL team in history?","<american-football><nfl><history><statistics>"
"Is a goal scored if the goalkeeper catches the ball after it has crossed the goal line?","<rules><football><scoring>"
"",""
"",""
"alcohol, stability, experience","<technique><darts>"
"",""
"",""
"Tete de la course, why are they at front?","<rules><cycling><tour-de-france>"
"What is the top speed of swimmers when they leave the blocks?","<swimming>"
"",""
"",""
"Free kick wall position","<rules><football><trivia>"
"Is there a dry-top for the freestyle snorkel?","<equipment><training><swimming><freestyle>"
"",""
"Are you allowed to score a goal off the ground with your head to showboat?","<rules><football><scoring>"
"",""
"",""
"What are the rules if the receiver isn't ready for the serve in table tennis?","<rules><table-tennis><serve>"
"",""
"",""
"",""
"",""
"",""
"When playing pool, where can I shoot the eight ball to win?","<rules><pool>"
"F1 Penalty for ""Causing a collision""","<trivia><formula-1>"
"",""
"What is the name of Pogba's body swerve played on Mustafi?","<football><terminology><euro>"
"Player's name on uniform: when and why did it start?","<equipment><trivia>"
"In singles table tennis, is it considered bad sportsmanship to intentionally serve deceptively, even if following the ITTF rules","<table-tennis><ittf>"
"Differences between stroke and let","<rules><squash>"
"",""
"",""
"Furthest EURO/World Cup progression without regulation time win?","<football><trivia><world-cup><euro>"
"",""
"",""
"What do the tiny yellow RC cars next to the javelin throwing field do?","<track-and-field>"
"",""
"Why is betting on yourself in a sporting event considered unethical?","<rules><betting>"
"What does HF stand for in context of track and field abbreviations (WR, MR, etc)?","<olympics><track-and-field>"
"",""
"",""
"Climber rankings at Tour de France - must the winner finish the tour?","<rules><ranking><cycling><tour-de-france>"
"Are T20 Cricket games always played to the last ball?","<rules><cricket>"
"",""
"",""
"",""
"",""
"",""
"Improving weak foot","<football><technique>"
"What if a shot going for 4 interfered by the spectators in cricket game?","<rules><cricket><officiating>"
"A False Out Call by an Umpire","<rules><baseball><mlb>"
"",""
"Who is the football player who won the most official international titles?","<football><trivia><records><awards>"
"",""
"How would a manager use a starter and reliever differently in an All-Star game?","<baseball>"
"",""
"A batter overruns first base, but misses the bag. Is then tagged out. Does the runner on 3rd score?","<rules><baseball>"
"",""
"",""
"",""
"Climber or Points rankings leader not finishing Tour de France","<trivia><history><ranking><cycling><tour-de-france>"
"Soccer players with over 100 international goals (IFFHS definition)","<football><records>"
"Are these two NFL rules overlapping?","<rules><american-football><nfl>"
"",""
"",""
"How does the Castrol index works?","<football>"
"",""
"",""
"",""
"Has any cyclist won all of the individual, points and climbing jerseys in the same Tour de France?","<trivia><ranking><cycling><tour-de-france>"
"",""
"",""
"",""
"",""
"",""
"Does the run count? Third out, not forced, not by batter-runner","<rules><baseball>"
"",""
"",""
"",""
"Training ideas for goalkeeper/wicketkeeper","<football><cricket><training><coaching>"
"",""
"What is the record for greatest number of athletes with the same finish time in one event?","<trivia><running><records><technology><track-and-field>"
"Black Crumb Nuisance","<football>"
"Influence of water temperature on swimmer performance","<swimming><performance>"
"",""
"",""
"change of possession at halftime","<rules><basketball>"
"",""
"",""
"Ball in hand on the black - where can it go?","<rules><pool>"
"",""
"",""
"",""
"How are NFL division titles determined when a team has best record within division, but not in overall games?","<rules><american-football><nfl>"
"",""
"Why is it ""bad etiquette"" for a batter to watch a home run ball?","<baseball><etiquette>"
"If an allrounder takes highest wickets and scores highest runs then which cap he will be awarded with?","<cricket><awards><indian-premier-league>"
"",""
"",""
"",""
"Why don’t they scrape/clean the ice with a zamboni after the 3rd period during the playoffs?","<ice-hockey><nhl>"
"Leroy Sané goal vs Liverpool rebounded off Milner so was offside the correct decision?","<rules><football><officiating>"
"",""
"Longest time between goals in NHL playoffs","<trivia><ice-hockey><nhl><scoring><postseason>"
"",""
"",""
"",""
"",""
"What happens if a bird or some other animals takes the baseball?","<rules><baseball><mlb>"
"",""
"",""
"Run out issue while getting run","<cricket>"
"Are there any other instances of a coach's challenge backfiring?","<trivia><american-football><nfl><video-review>"
"",""
"",""
"Why was junior Italian player Viviani disqualified for accidentally hitting a ballboy?","<rules><tennis>"
"",""
"What would I have to track during each point to get detailed tennis match statistics","<tennis>"
"",""
"Are multiple gears allowed on track cycling bicycles?","<cycling>"
"Who is awarded the goal?","<rules><football>"
"",""
"",""
"",""
"",""
"Why do centres take face offs in hockey?","<rules><ice-hockey><nhl>"
"Why do baseball managers argue with umpires in situations where they know it won't help?","<rules><baseball>"
"",""
"Is blocking a soft hit considered a block?","<rules><volleyball>"
"",""
"What percentage of NBA games had at least 2 guards from the same team post at least 10 rebounds each?","<trivia><basketball><statistics><nba>"
"",""
"",""
"What are the most significant confirmed instances of match-rigging in football?","<football><match-fixing>"
"",""
"",""
"",""
"",""
"",""
"What are the biggest wins in the Champions League knock-out stages?","<football><trivia><champions-league>"
"",""
"",""
"",""
"Why isn't a foul on the red at least 8 points in Snooker, when playing on a colour?","<snooker>"
"Why is fighting tolerated in ice hockey?","<ice-hockey>"
"",""
"",""
"",""
"",""
"Most distinct goal scorers in a team to start the NHL playoffs","<ice-hockey><nhl><postseason><stanley-cup>"
"Genuinity of replays","<cricket><instant-replay>"
"",""
"Can a baseball runner lead off of first in a direct line to the pitcher?","<rules><baseball>"
"",""
"",""
"",""
"Worst shot differentials for a winning NHL team in the playoffs","<ice-hockey><nhl><postseason><stanley-cup>"
"Is a batsman out bowled if they kick the ball onto the wicket?","<rules><cricket>"
"",""
"",""
"Why is music played during NBA games?","<trivia><basketball><nba>"
"Team scoring more total points but lost the series","<basketball><nba><postseason>"
"Can a batsman use a reverse grip?","<rules><cricket>"
"",""
"Winning a playoff game without ever leading in regulation in the NBA","<basketball><nba><postseason>"
"How many times the top 2 teams in the NHL have met in the playoffs?","<ice-hockey><nhl><postseason><stanley-cup>"
"Has a pro golfer ever worn a sports logo during a televised tournament?","<golf><finances>"
"",""
"",""
"What happens when ball touches net during serving?","<rules><table-tennis><serve>"
"",""
"",""
"",""
"Is the sweeper role obsolete with modern formations?","<football><formations><tactics><defense>"
"",""
"In which racket sports can you hit the shuttle (or ball) with the head?","<rules><tennis><table-tennis><racket><badminton>"
"",""
"Is it legal in racket sports to pass the racket from one hand to the other?","<rules><tennis><table-tennis><racket><squash>"
"",""
"",""
"",""
"",""
"Basketball Tip-off possession and subsequent possession","<rules><basketball>"
"",""
"",""
"What is the ""Prisoner"" salute basketball players perform?","<basketball><history>"
"",""
"",""
"",""
"What type of individual player incentives are allowed in the NFL?","<american-football><nfl>"
"",""
"",""
"Overtime rules in table tennis and in doubles","<rules><table-tennis>"
"",""
"What is the actual waiver wire?","<american-football>"
"",""
"",""
"Red and black side of table tennis raquet","<equipment><table-tennis><racket>"
"",""
"",""
"",""
"Are there drills or methods for improving reaction time in table tennis or overall?","<table-tennis><training>"
"",""
"Hard pain for recover crease","<cricket>"
"Playing tennis without ball boy. Any tips to avoid collecting the balls so often?","<tennis>"
"",""
"What does the 'B' (or bonus) mean on a basketball scoreboard?","<rules><terminology><basketball>"
"",""
"",""
"Why is a chargedown not regarded as a knock on in Rugby Union?","<rules><rugby-union>"
"",""
"",""
"What are the rules for NFL restricted free agents that have a first round tender?","<rules><american-football><nfl><transaction>"
"",""
"",""
"",""
"What does the stat WHIP in baseball mean?","<baseball><statistics>"
"",""
"How do tennis players get into tournaments?","<tennis><tournaments><participation>"
"",""
"Why are forfeits in baseball scored as 9-0?","<rules><baseball><history><scoring>"
"",""
"",""
"How can I avoid slicing with my driver?","<golf><technique>"
"",""
"Why do I get out of breath so quickly when swimming?","<swimming><technique>"
"",""
"Hole patterns X-Country skis","<equipment><skiing>"
"Are all of the lines on a tennis court the same width?","<rules><tennis>"
"",""
"",""
"How does the effectively-free pitstop work during the safety car?","<formula-1>"
"What are the main advantages of sit-on-top kayaks? What makes them so popular?","<equipment><kayaking>"
"",""
"",""
"",""
"Why do we have to wait for the goal line technology to be put into practice","<football>"
"",""
"Why is the rule of match suspension in Spanish league different?","<rules><football><suspension><la-liga>"
"",""
"",""
"",""
"What has triggered the evolution of 6-0 formation in volleyball?","<volleyball><formations>"
"",""
"",""
"",""
"",""
"",""
"",""
"Who authenticates baseball paraphernalia?","<baseball><mlb><collectibles>"
"",""
"",""
"Why are there owners willing to pay so much for sports teams?","<finances>"
"",""
"Tennis player sit-down (or other form of) protest?","<tennis>"
"",""
"Wide ball gone to boundary by touching Keeper's Helmet","<rules><cricket>"
"",""
"How are tennis mixed doubles seeds determined?","<tennis><ranking>"
"If a hit passes directly over the foul pole, is it a home run?","<rules><baseball>"
"Anyone know what year this is from? Found under 100 year old building.","<baseball>"
"",""
"",""
"What is the allowed tolerance for a jump start or is it a hidden rule?","<rules><formula-1>"
"High jump: Why is it not allowed to take off on both feet, do flip flops etc?","<rules><technique><track-and-field>"
"",""
"Which football matches had the highest combined number of goals?","<football><records><fifa><english-premier-league><la-liga>"
"",""
"NBA Player with Retired Jersey Number in Multiple Teams","<trivia><basketball><nba>"
"",""
"",""
"",""
"Worst placing in the climber competition for the overall winner","<cycling><tour-de-france>"
"Why doesn't Wimbledon have final set tie break?","<tennis><tie-breaker><wimbledon>"
"Is protest considered as Unsportsmanlike Conduct in tennis?","<rules><tennis>"
"",""
"How many times has a starting pitcher stuck out all starting hitters?","<baseball><trivia><mlb><pitching>"
"How to become a cricket umpire for junior level","<cricket>"
"Why isn't Cricket an Olympics sport event?","<rules><cricket><olympics>"
"",""
"",""
"",""
"When is the challenger awarded the point in tennis?","<rules><tennis><video-review>"
"",""
"",""
"What is this training device used by Vasyl Lomachenko called?","<equipment><training><boxing>"
"",""
"",""
"",""
"",""
"",""
"Player termination with basketball agent","<basketball>"
"",""
"",""
"",""
"Offensive interference in baseball (""confusing"" a fielder)","<rules><baseball><officiating>"
"",""
"Uncaught Third Strike question","<rules><baseball><officiating>"
"Will Antonio Valencia get suspensions after being sent off in a friendly match?","<football><suspension>"
"",""
"",""
"How to select running shoes for performance?","<equipment><running>"
"Can a 5-yard penalty be conceded by the defence when the offence is less than 5 yard from the goal line in American football?","<american-football><nfl><collegiate><cfl>"
"",""
"Do NCAA College Football athletes have to provide their own helmets?","<american-football><collegiate><helmet>"
"",""
"Is it allowed to throw the ball and then catch it again in a table tennis serve?","<rules><table-tennis><serve>"
"Why was this not a balk?","<baseball>"
"Why are second and third excluded from balk rule?","<baseball>"
"",""
"How many times all Grand slams of a calendar year were won by players 30 and older?","<tennis><atp><wta><grand-slam>"
"Question about batter's position in batter's box prior to pitch","<rules><baseball><officiating>"
"",""
"",""
"Does a penalty yardage greater than the ""yards to go"" always lead to 1st down in American football?","<american-football><nfl><collegiate><cfl>"
"",""
"Why Federer was seed #3 at Wimbledon 2017?","<tennis><ranking><wimbledon>"
"",""
"",""
"How do bookies calculate parimutuel place odds (in horse racing) shown before a race starts?","<betting><horse-racing>"
"Who wins if an opponent's last ball is pocketed while pocketing the 8-Ball?","<rules><pool>"
"",""
"Will the Halo protection system improve safety in F1?","<formula-1>"
"",""
"",""
"Average age of top five European football leagues?","<football><trivia><statistics>"
"Formula 1 season with highest number of DNF's?","<trivia><formula-1>"
"",""
"",""
"",""
"",""
"Which year Tour de France had riders from most countries?","<trivia><cycling><tour-de-france>"
"",""
"",""
"Why is the last stage of Le Tour de France ""friendly""?","<rules><cycling><tour-de-france>"
"Should I give unsolicited playing advice to strangers?","<tennis><etiquette>"
"Batsman stopping the ball hitting his wicket.","<rules><cricket>"
"",""
"Has a ATP / WTA / Grand slam ever been rained out?","<trivia><tennis><atp><wta>"
"",""
"",""
"",""
"",""
"",""
"",""
"Why do people grunt while playing tennis?","<tennis>"
"How far is too far for Roger Federer?","<rules><tennis>"
"",""
"",""
"Why does one player on a volleyball team wear a different shirt?","<volleyball>"
"",""
"Where to find team stats/comparisons for Eurobasket 2015?","<basketball><statistics>"
"How is a javelin throw measured if the javelin does not stick into the ground?","<rules><track-and-field>"
"",""
"",""
"",""
"",""
"",""
"Tennis tournament winner with multiple walkovers","<trivia><tennis><atp><wta>"
"",""
"How many tennis players have announced retirement after winning Grand Slam?","<trivia><tennis>"
"",""
"What is the cause of so many cardiac related deaths in football/soccer?","<football>"
"How to decide a basketball game ended but not yet end of regulation","<rules><basketball>"
"",""
"Is it a boundary if a fielder touches the boundary before touching the ball?","<rules><cricket>"
"Does a pitcher receive an earned run if he makes an error?","<rules><baseball><mlb>"
"What is ""sneak attack by Roger"" (SABR)?","<tennis>"
"What is tie-break for match in tennis?","<rules><tennis><terminology><tie-breaker>"
"",""
"",""
"",""
"",""
"The longest super tie break?","<trivia><tennis><records><tie-breaker>"
"",""
"Why do american commentators call the ball ""the football""?","<american-football><media>"
"Why do professional sports teams hold training camps train in a different location (city) during the off season?","<training><venues>"
"",""
"",""
"",""
"Approved soccer shoes","<rules><football><equipment>"
"",""
"",""
"Why does England have 8 places in Europe while Spain and Germany only have 7?","<football><uefa><champions-league>"
"",""
"How it was decided that year's first grand slam will be Australian Open?","<tennis>"
"",""
"",""
"Can a FedEx Cup playoff be extended to a Monday?","<golf><awards><pga-tour>"
"",""
"Distance covered in Premier League","<football><statistics><english-premier-league>"
"Does MLB rules prevent blocking home plate on infield hits","<baseball>"
"",""
"",""
"",""
"How to collect stats in NBA?","<statistics><nba>"
"Is there a rule in football that caps the amount of transfer money paid by a team for a player?","<rules><football><fifa><transfer>"
"Why is the premier league considered a more physical competition?","<football><english-premier-league>"
"",""
"",""
"",""
"",""
"Is there a penalty for deliberating losing or fielding a weakened side?","<rules><football><english-premier-league>"
"",""
"Where will FC Barcelona play if Catalonia gets independence?","<football><la-liga>"
"",""
"",""
"What are the rules for a non-seasonal transfer?","<rules><football><transfer>"
"How are points awarded in the group stage of the Rugby World Cup?","<rules><rugby-union>"
"",""
"Can the volleyball be set over the net on the first touch?","<rules><volleyball>"
"",""
"Player out of bounds during fumble?","<rules><nfl>"
"Is it compulsory for the wicket-keeper to wear pads?","<rules><cricket>"
"",""
"is ball movement count if the golf is affected by wild animals?","<golf>"
"",""
"",""
"Why does an unsuccessful NFL challenge result in the loss of a timeout?","<rules><nfl><video-review>"
"",""
"",""
"Who will decide commentary team in cricket","<cricket><media>"
"",""
"Why don't all sprinters shave their heads clean?","<running>"
"Collapsing of a Maul if the Maul isn't actually formed","<rules><rugby-union>"
"",""
"",""
"How come rugby isn't very popular in India?","<history><rugby>"
"Real-time baseball data?","<baseball><statistics>"
"",""
"",""
"",""
"Can a back row setter reach into the plane to play the ball?","<rules><volleyball>"
"",""
"",""
"Is there offside if the ball is deflected from a teammate?","<rules><football>"
"How are the different events classified according to tiers on the Women's Tennis circuit?","<tennis><wta><gender>"
"How can an unassisted triple play be accomplished in the majors?","<mlb><tactics>"
"",""
"Understanding the roles of different types of offensive lineman in American football","<american-football><team-dynamics>"
"How is a DB supposed to keep an eye on the receiver's ""hips""?","<american-football><technique>"
"",""
"Whats the motivation behind ""co-ownership"" deals in Serie A?","<football><transaction><serie-a>"
"How does Hawk-Eye differ in tennis & cricket in terms of technology & philosophy?","<cricket><officiating><tennis><hawk-eye>"
"",""
"Why do Hong Kong and China compete separately in Athletics?","<track-and-field><international-sports>"
"Is a softball-like pitch allowed in cricket?","<rules><cricket>"
"",""
"",""
"",""
"",""
"",""
"",""
"How can I improve my vert and park skateboarding skills?","<technique><training><skateboarding>"
"Turning Head-Light Badminton Rackets into Head-Heavy","<racket><badminton>"
"Different Quality of Shuttlecock for World Championship/Olympics","<equipment><tournaments><badminton>"
"Basketball throw-in - deflected inbound pass","<rules><basketball>"
"In Fantasy Sports, is it proven that first pick tends to win the league most often?","<american-football><nfl><fantasy>"
"",""
"",""
"3-4 outside linebacker vs. a 4-3 outside linebacker","<american-football><nfl><formations>"
"4-3 defensive end vs. a 3-4 defensive end","<american-football><nfl><formations>"
